Step,height (mm),Frequency (GHz),Q raw,Q spline,Loss (dB),,mm_p_step,Holder Material,Sample,OD base (mm),OD top (mm),Length (mm),Length wo base (mm),ID (mm),WG_length (mm),WG_d (mm),WG_a (mm),Mode,Aeff_E,Aeff_H
7000,12.6,1.910224688,5435.302131,5448.05615,,,,,,,,,,,,,,,,
7250,13.05,1.91015625,5432.93748,5447.860963,,,,,,,,,,,,,,,,
7500,13.5,1.91008375,5433.194693,5447.654189,,,,,,,,,,,,,,,,
7750,13.95,1.91001,5433.122245,5442.593054,,,,,,,,,,,,,,,,
8000,14.4,1.909935,5431.711849,5442.379341,,,,,,,,,,,,,,,,
8250,14.85,1.909861875,5431.414557,5447.02139,,,,,,,,,,,,,,,,
8500,15.3,1.909787188,5430.679404,5441.958148,,,,,,,,,,,,,,,,
8750,15.75,1.909706875,5428.465555,5441.729297,,,,,,,,,,,,,,,,
9000,16.2,1.9096275,5428.589475,5441.503117,,,,,,,,,,,,,,,,
9250,16.65,1.909550313,5426.201478,5441.28317,,,,,,,,,,,,,,,,
9500,17.1,1.909470938,5427.184097,5441.05699,,,,,,,,,,,,,,,,
9750,17.55,1.9093925,5423.90895,5435.992883,,,,,,,,,,,,,,,,
10000,18,1.909313438,5422.571697,5435.767794,,,,,,,,,,,,,,,,
10250,18.45,1.909230313,5422.143729,5435.531139,,,,,,,,,,,,,,,,
10500,18.9,1.909150313,5422.128504,5435.303381,,,,,,,,,,,,,,,,
10750,19.35,1.9090675,5420.926862,5430.236444,,,,,,,,,,,,,,,,
11000,19.8,1.908980313,5419.953901,5434.819395,,,,,,,,,,,,,,,,
11250,20.25,1.9089,5418.48005,5434.590747,,,,,,,,,,,,,,,,
11500,20.7,1.908816875,5415.810956,5429.523556,,,,,,,,,,,,,,,,
11750,21.15,1.908731875,5415.608322,5429.281778,,,,,,,,,,,,,,,,
12000,21.6,1.908647813,5415.109269,5424.221137,,,,,,,,,,,,,,,,
12250,22.05,1.908563438,5411.969621,5423.98135,,,,,,,,,,,,,,,,
12500,22.5,1.908480313,5411.805069,5428.566222,,,,,,,,,,,,,,,,
12750,22.95,1.908394063,5410.592283,5423.5,,,,,,,,,,,,,,,,
13000,23.4,1.908305313,5408.721322,5423.24778,,,,,,,,,,,,,,,,
13250,23.85,1.90822375,5407.543113,5423.015986,,,,,,,,,,,,,,,,
13500,24.3,1.908135938,5407.079673,5417.954747,,,,,,,,,,,,,,,,
13750,24.75,1.9080475,5405.284262,5417.703638,,,,,,,,,,,,,,,,
14000,25.2,1.907960625,5404.652119,5417.456965,,,,,,,,,,,,,,,,
14250,25.65,1.907869688,5402.914848,5417.198758,,,,,,,,,,,,,,,,
14500,26.1,1.907781563,5401.052375,5416.948536,,,,,,,,,,,,,,,,
14750,26.55,1.907692813,5400.161911,5416.696539,,,,,,,,,,,,,,,,
15000,27,1.907606563,5399.134533,5411.649823,,,,,,,,,,,,,,,,
15250,27.45,1.907514063,5398.071959,5411.387411,,,,,,,,,,,,,,,,
15500,27.9,1.907426875,5397.539906,5411.140071,,,,,,,,,,,,,,,,
15750,28.35,1.907334688,5394.483379,5406.085917,,,,,,,,,,,,,,,,
16000,28.8,1.907242813,5394.453884,5405.825509,,,,,,,,,,,,,,,,
16250,29.25,1.907151875,5392.270716,5405.567759,,,,,,,,,,,,,,,,
